timestamp,rr,sr,count,mrt,tc
1614442140,100,100,38,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442200,100,100,22,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442200,100,100,34,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442200,100,100,26,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442260,100,100,27,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442260,100,100,63,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442260,100,100,19,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442320,100,100,26,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442320,100,100,39,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442320,100,100,18,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442380,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442380,100,100,38,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442380,100,100,37,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442440,100,100,30,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442440,100,100,18,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442440,100,100,32,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442500,100,100,14,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442500,100,100,43,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442500,100,100,28,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442560,100,100,31,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442560,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442560,100,100,22,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442620,100,100,34,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442620,100,100,35,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442620,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442680,100,100,47,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442680,100,100,22,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442680,100,100,25,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442740,100,100,35,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442740,100,100,19,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442740,100,100,24,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442800,100,100,41,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442800,100,100,31,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442800,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442860,100,100,34,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442860,100,100,38,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442860,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442920,100,100,52,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442920,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442920,100,100,31,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614442980,100,100,38,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614442980,100,100,20,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614442980,100,100,35,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443040,100,100,42,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443040,100,100,31,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443040,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443100,100,100,16,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443100,100,100,29,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443100,100,100,52,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443160,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443160,100,100,27,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443160,100,100,47,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443220,100,100,26,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443220,100,100,36,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443220,100,100,16,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443280,100,100,22,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443280,100,100,20,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443280,100,100,25,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443340,100,100,22,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443340,100,100,29,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443340,100,100,58,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443400,100,100,33,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443400,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443400,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443460,100,100,43,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443460,100,100,20,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443460,100,100,29,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443520,100,100,36,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443520,100,100,48,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443520,100,100,18,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443580,100,100,19,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443580,100,100,38,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443580,100,100,28,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443640,100,100,28,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443640,100,100,46,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443640,100,100,15,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443700,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443700,100,100,27,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443700,100,100,30,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443760,100,100,35,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443760,100,100,23,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443760,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443820,100,100,22,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443820,100,100,16,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443820,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443880,100,100,42,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614443880,100,100,38,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443880,100,100,16,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443940,100,100,24,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614443940,100,100,23,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614443940,100,100,34,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444000,100,100,27,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444000,100,100,46,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444000,100,100,16,47,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444060,100,100,28,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444060,100,100,26,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444060,100,100,53,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444120,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444120,100,100,21,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444120,100,100,44,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444180,100,100,20,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444180,100,100,45,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444180,100,100,23,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444240,100,100,45,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444240,100,100,18,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444240,100,100,37,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444300,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444300,100,100,41,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444300,100,100,23,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444360,100,100,23,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444360,100,100,41,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444360,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444420,100,100,27,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444420,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444420,100,100,28,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444480,100,100,37,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444480,100,100,22,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444480,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444540,100,100,15,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444540,100,100,41,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444540,100,100,29,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444600,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444600,100,100,44,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444600,100,100,48,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444660,100,100,33,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444660,100,100,32,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444660,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444720,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444720,100,100,31,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444720,100,100,27,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444780,100,100,34,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444780,100,100,22,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444780,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444840,100,100,26,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444840,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444840,100,100,41,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444900,100,100,32,45,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444900,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614444900,100,100,16,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444960,100,100,21,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614444960,100,100,29,16,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614444960,100,100,29,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445020,100,100,31,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445020,100,100,16,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445020,100,100,37,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445080,100,100,27,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445080,100,100,24,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445080,100,100,36,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445140,100,100,35,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445140,100,100,20,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445140,100,100,59,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445200,100,100,33,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445200,100,100,14,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445200,100,100,21,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445260,100,100,19,20,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445260,100,100,51,14,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445260,100,100,26,110,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445320,100,100,17,16,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445320,100,100,44,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445320,100,100,35,50,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445380,100,100,26,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445380,100,100,18,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445380,100,100,25,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445440,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445440,100,100,43,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445440,100,100,31,44,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445500,100,100,34,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445500,100,100,24,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445500,100,100,36,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445560,100,100,45,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445560,100,100,34,50,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445560,100,100,15,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445620,100,100,28,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445620,100,100,34,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445620,100,100,27,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445680,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445680,100,100,31,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445680,100,100,30,15,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445740,100,100,16,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445740,100,100,18,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445740,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445800,100,100,20,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445800,100,100,34,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445800,100,100,61,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445860,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445860,100,100,30,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445860,100,100,21,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445920,100,100,33,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445920,100,100,21,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614445920,100,100,11,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445980,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614445980,100,100,34,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614445980,100,100,29,45,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446040,100,100,31,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446040,100,100,12,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446040,100,100,57,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446100,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446100,100,100,28,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446100,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446160,100,100,24,48,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446160,100,100,50,17,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446160,100,100,22,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446220,100,100,12,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446220,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446220,100,100,45,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446280,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446280,100,100,27,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446280,100,100,45,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446340,100,100,49,46,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446340,100,100,17,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446340,100,100,31,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446400,100,100,17,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446400,100,100,24,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446400,100,100,17,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446460,100,100,14,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446460,100,100,16,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446460,100,100,21,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446520,100,100,4,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446520,100,100,12,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446520,100,100,9,17,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446580,100,100,9,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446580,100,100,12,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446580,100,100,16,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446640,100,100,7,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446640,100,100,6,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446700,100,100,42,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446700,100,100,49,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446700,100,100,18,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446760,100,100,37,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446760,100,100,26,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446760,100,100,34,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446820,100,100,34,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446820,100,100,28,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446820,100,100,16,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446880,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446880,100,100,28,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446880,100,100,49,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614446940,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614446940,100,100,40,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614446940,100,100,42,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447000,100,100,26,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447000,100,100,16,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447000,100,100,36,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447060,100,100,39,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447060,100,100,25,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447060,100,100,20,15,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447120,100,100,14,16,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447120,100,100,16,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447120,100,100,49,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447180,100,100,20,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447180,100,100,12,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447180,100,100,34,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447240,100,100,15,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447240,100,100,52,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447240,100,100,25,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447300,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447300,100,100,31,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447300,100,100,38,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447360,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447360,100,100,52,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447360,100,100,35,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447420,100,100,27,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447420,100,100,31,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447420,100,100,28,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447480,100,100,32,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447480,100,100,22,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447480,100,100,29,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447540,100,100,36,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447540,100,100,28,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447540,100,100,22,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447600,100,100,41,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447600,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447600,100,100,22,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447660,100,100,15,16,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447660,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447660,100,100,25,45,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447720,100,100,48,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447720,100,100,34,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447720,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447780,100,100,38,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447780,100,100,51,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447780,100,100,8,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447840,100,100,31,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447840,100,100,15,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447840,100,100,22,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447900,100,100,29,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447900,100,100,29,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614447900,100,100,42,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447960,100,100,25,15,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614447960,100,100,39,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614447960,100,100,34,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614448020,100,100,26,13,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614448020,100,100,22,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614448020,100,100,18,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614448080,100,100,26,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614448080,100,100,36,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614448080,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614448140,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614448140,100,100,21,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614448140,100,100,27,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614448200,100,100,22,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614448200,100,100,42,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614448200,100,100,12,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614448260,100,100,21,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614448260,100,100,14,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614448260,100,100,19,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614448320,100,100,18,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614448320,100,100,23,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
