timestamp,rr,sr,count,mrt,tc
1614530520,100,100,30,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530520,100,100,52,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530520,100,100,15,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614530580,100,100,30,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530580,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614530580,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530640,100,100,25,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614530640,100,100,41,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530640,100,100,36,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530700,100,100,37,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530700,100,100,17,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614530700,100,100,46,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530760,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614530760,100,100,24,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530760,100,100,34,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530820,100,100,30,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530820,100,100,24,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530820,100,100,30,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614530880,100,100,28,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614530880,100,100,38,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530880,100,100,33,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530940,100,100,52,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614530940,100,100,29,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614530940,100,100,15,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531000,100,100,49,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531000,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531000,100,100,39,45,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531060,100,100,19,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531060,100,100,35,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531060,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531120,100,100,46,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531120,100,100,14,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531120,100,100,30,15,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531180,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531180,100,100,45,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531180,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531240,100,100,23,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531240,100,100,27,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531240,100,100,26,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531300,100,100,45,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531300,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531300,100,100,31,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531360,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531360,100,100,23,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531360,100,100,42,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531420,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531420,100,100,29,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531420,100,100,24,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531480,100,100,13,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531480,100,100,45,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531480,100,100,28,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531540,100,100,20,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531540,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531540,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531600,100,100,36,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531600,100,100,17,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531600,100,100,50,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531660,100,100,25,68,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531660,100,100,43,15,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531660,100,100,23,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531720,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531720,100,100,43,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531720,100,100,33,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531780,100,100,47,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531780,100,100,35,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531780,100,100,15,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531840,100,100,21,56,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531840,100,100,32,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531840,100,100,26,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531900,100,100,36,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614531900,100,100,30,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531900,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531960,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614531960,100,100,39,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614531960,100,100,43,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532020,100,100,25,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532020,100,100,49,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532020,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532080,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532080,100,100,43,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532080,100,100,37,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532140,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532140,100,100,31,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532140,100,100,26,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532200,100,100,38,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532200,100,100,32,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532200,100,100,33,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532260,100,100,45,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532260,100,100,40,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532260,100,100,23,15,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532320,100,100,18,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532320,100,100,25,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532320,100,100,33,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532380,100,100,33,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532380,100,100,35,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532380,100,100,29,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532440,100,100,41,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532440,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532440,100,100,31,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532500,100,100,31,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532500,100,100,31,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532500,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532560,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532560,100,100,38,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532560,100,100,23,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532620,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532620,100,100,38,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532620,100,100,45,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532680,100,100,30,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532680,100,100,29,15,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532680,100,100,46,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532740,100,100,35,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532740,100,100,18,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532740,100,100,33,44,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532800,100,100,23,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532800,100,100,26,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532800,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532860,100,100,25,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532860,100,100,32,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532860,100,100,16,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532920,100,100,14,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532920,100,100,61,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614532920,100,100,30,47,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532980,100,100,23,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614532980,100,100,22,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614532980,100,100,46,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533040,100,100,46,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533040,100,100,39,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533040,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533100,100,100,36,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533100,100,100,22,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533100,100,100,28,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533160,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533160,100,100,50,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533160,100,100,31,46,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533220,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533220,100,100,35,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533220,100,100,35,45,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533280,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533280,100,100,38,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533280,100,100,23,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533340,100,100,35,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533340,100,100,51,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533340,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533400,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533400,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533400,100,100,22,44,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533460,100,100,37,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533460,100,100,22,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533460,100,100,21,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533520,100,100,24,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533520,100,100,45,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533520,100,100,25,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533580,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533580,100,100,33,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533580,100,100,46,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533640,100,100,27,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533640,100,100,16,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533640,100,100,22,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533700,100,100,25,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533700,100,100,44,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533700,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533760,100,100,27,51,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533760,100,100,52,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533760,100,100,21,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533820,100,100,22,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533820,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533820,100,100,36,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533880,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533880,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533880,100,100,32,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614533940,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614533940,100,100,27,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614533940,100,100,21,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534000,100,100,19,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534000,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534000,100,100,35,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534060,100,100,31,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534060,100,100,36,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534060,100,100,27,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534120,100,100,51,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534120,100,100,21,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534120,100,100,18,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534180,100,100,22,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534180,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534180,100,100,35,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534240,100,100,9,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534240,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534240,100,100,45,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534300,100,100,35,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534300,100,100,35,12,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534300,100,100,28,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534360,100,100,12,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534360,100,100,30,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534360,100,100,40,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534420,100,100,36,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534420,100,100,29,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534420,100,100,27,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534480,100,100,28,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534480,100,100,25,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534480,100,100,46,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534540,100,100,39,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534540,100,100,31,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534540,100,100,13,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534600,100,100,20,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534600,100,100,45,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534600,100,100,43,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534660,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614534660,100,100,35,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614534660,100,100,27,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614534720,100,100,44,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
