timestamp,rr,sr,cnt,mrt,tc
1614787680,100.0,100.0,26,557.23,ServiceTest4
1614787680,100.0,100.0,16,94.69,ServiceTest11
1614787680,100.0,100.0,35,63.4,ServiceTest10
1614787680,100.0,100.0,28,375.5,ServiceTest9
1614787680,100.0,100.0,34,82.76,ServiceTest1
1614787740,100.0,100.0,20,417.55,ServiceTest9
1614787740,100.0,100.0,30,45.8,ServiceTest1
1614787740,100.0,100.0,40,144.12,ServiceTest11
1614787740,100.0,100.0,18,434.67,ServiceTest3
1614787740,100.0,100.0,22,606.0,ServiceTest7
1614787740,100.0,100.0,43,132.6,ServiceTest5
1614787740,100.0,100.0,32,114.16,ServiceTest2
1614787740,100.0,100.0,21,615.67,ServiceTest4
1614787740,100.0,100.0,16,119.0,ServiceTest10
1614787740,100.0,100.0,7,196.29,ServiceTest6
1614787740,100.0,100.0,4,46.75,ServiceTest8
1614787800,100.0,100.0,41,369.78,ServiceTest3
1614787800,100.0,100.0,42,62.21,ServiceTest1
1614787800,100.0,100.0,29,102.0,ServiceTest11
1614787800,100.0,100.0,44,63.66,ServiceTest5
1614787800,100.0,100.0,15,120.6,ServiceTest2
1614787800,100.0,100.0,18,37.33,ServiceTest10
1614787800,100.0,100.0,11,132.45,ServiceTest6
1614787800,100.0,100.0,11,575.55,ServiceTest7
1614787800,100.0,100.0,9,526.33,ServiceTest4
1614787800,100.0,100.0,14,349.57,ServiceTest9
1614787800,100.0,100.0,9,79.22,ServiceTest8
1614787860,100.0,100.0,37,145.11,ServiceTest2
1614787860,100.0,100.0,40,129.38,ServiceTest11
1614787860,100.0,100.0,27,93.07,ServiceTest10
1614787860,100.0,100.0,13,47.23,ServiceTest1
1614787860,100.0,100.0,18,28.11,ServiceTest5
1614787860,100.0,100.0,13,426.92,ServiceTest4
1614787860,100.0,100.0,44,184.73,ServiceTest6
1614787860,100.0,100.0,20,299.1,ServiceTest3
1614787860,100.0,100.0,11,67.0,ServiceTest8
1614787860,100.0,100.0,26,634.38,ServiceTest7
1614787860,100.0,100.0,8,323.5,ServiceTest9
1614787920,100.0,100.0,35,57.0,ServiceTest2
1614787920,100.0,100.0,17,345.18,ServiceTest9
1614787920,100.0,100.0,11,675.27,ServiceTest7
1614787920,100.0,100.0,24,88.67,ServiceTest10
1614787920,100.0,100.0,20,175.9,ServiceTest6
1614787920,100.0,100.0,32,344.72,ServiceTest3
1614787920,100.0,100.0,42,227.5,ServiceTest11
1614787920,100.0,100.0,18,414.78,ServiceTest4
1614787920,100.0,100.0,33,71.79,ServiceTest5
1614787920,100.0,100.0,15,75.4,ServiceTest1
1614787920,100.0,100.0,17,252.41,ServiceTest8
1614787980,100.0,100.0,13,319.08,ServiceTest9
1614787980,100.0,100.0,15,707.33,ServiceTest7
1614787980,100.0,100.0,13,93.23,ServiceTest2
1614787980,100.0,100.0,32,137.0,ServiceTest8
1614787980,100.0,100.0,30,60.47,ServiceTest5
1614787980,100.0,100.0,19,567.58,ServiceTest3
1614787980,100.0,100.0,52,102.27,ServiceTest1
1614787980,100.0,100.0,25,122.08,ServiceTest6
1614787980,100.0,100.0,16,170.0,ServiceTest11
1614787980,100.0,100.0,32,34.94,ServiceTest10
1614787980,100.0,100.0,15,278.0,ServiceTest4
1614788040,100.0,100.0,21,219.19,ServiceTest6
1614788040,100.0,100.0,8,380.25,ServiceTest4
1614788040,100.0,100.0,28,56.0,ServiceTest10
1614788040,100.0,100.0,20,637.55,ServiceTest7
1614788040,100.0,100.0,39,149.77,ServiceTest2
1614788040,100.0,100.0,22,41.18,ServiceTest8
1614788040,100.0,100.0,11,58.09,ServiceTest5
1614788040,100.0,100.0,16,28.12,ServiceTest1
1614788040,100.0,100.0,28,107.61,ServiceTest11
1614788040,100.0,100.0,13,365.69,ServiceTest9
1614788040,100.0,100.0,10,345.0,ServiceTest3
1614788100,100.0,100.0,29,90.59,ServiceTest6
1614788100,100.0,100.0,18,138.11,ServiceTest11
1614788100,100.0,100.0,31,67.48,ServiceTest2
1614788100,100.0,100.0,8,190.25,ServiceTest4
1614788100,100.0,100.0,18,53.67,ServiceTest8
1614788100,100.0,100.0,16,58.5,ServiceTest5
1614788100,100.0,100.0,27,64.7,ServiceTest10
1614788100,100.0,100.0,16,564.81,ServiceTest7
1614788100,100.0,100.0,14,360.79,ServiceTest3
1614788100,100.0,100.0,12,296.33,ServiceTest9
1614788100,100.0,100.0,17,62.71,ServiceTest1
1614788160,100.0,100.0,32,97.0,ServiceTest2
1614788160,100.0,100.0,22,27.55,ServiceTest5
1614788160,100.0,100.0,11,412.45,ServiceTest3
1614788160,100.0,100.0,27,129.0,ServiceTest6
1614788160,100.0,100.0,21,44.33,ServiceTest10
1614788160,100.0,100.0,27,326.37,ServiceTest9
1614788160,100.0,100.0,12,75.0,ServiceTest11
1614788160,100.0,100.0,13,587.31,ServiceTest7
1614788160,100.0,100.0,15,468.0,ServiceTest4
1614788160,100.0,100.0,12,32.75,ServiceTest1
1614788160,100.0,100.0,23,243.39,ServiceTest8
1614788220,100.0,100.0,27,109.0,ServiceTest5
1614788220,100.0,100.0,27,30.67,ServiceTest10
1614788220,100.0,100.0,10,121.8,ServiceTest2
1614788220,100.0,100.0,25,435.76,ServiceTest3
1614788220,100.0,100.0,19,39.74,ServiceTest1
1614788220,100.0,100.0,13,202.0,ServiceTest6
1614788220,100.0,100.0,17,311.0,ServiceTest4
1614788220,100.0,100.0,27,116.56,ServiceTest11
1614788220,100.0,100.0,16,667.12,ServiceTest7
1614788220,100.0,100.0,28,375.14,ServiceTest9
1614788220,100.0,100.0,20,151.0,ServiceTest8
1614788280,100.0,100.0,26,32.0,ServiceTest5
1614788280,100.0,100.0,30,322.27,ServiceTest4
1614788280,100.0,100.0,14,37.5,ServiceTest2
1614788280,100.0,100.0,16,384.5,ServiceTest9
1614788280,100.0,100.0,49,121.8,ServiceTest11
1614788280,100.0,100.0,25,238.0,ServiceTest6
1614788280,100.0,100.0,16,115.25,ServiceTest1
1614788280,100.0,100.0,35,172.17,ServiceTest10
1614788280,100.0,100.0,13,49.23,ServiceTest8
1614788280,100.0,100.0,19,692.68,ServiceTest7
1614788280,100.0,100.0,10,461.5,ServiceTest3
1614788340,100.0,100.0,11,54.91,ServiceTest2
1614788340,100.0,100.0,20,115.0,ServiceTest5
1614788340,100.0,100.0,18,415.78,ServiceTest4
1614788340,100.0,100.0,22,434.5,ServiceTest3
1614788340,100.0,100.0,7,608.86,ServiceTest9
1614788340,100.0,100.0,13,100.69,ServiceTest8
1614788340,100.0,100.0,45,820.33,ServiceTest7
1614788340,100.0,100.0,37,38.46,ServiceTest1
1614788340,100.0,100.0,22,73.41,ServiceTest10
1614788340,100.0,100.0,30,154.13,ServiceTest11
1614788340,100.0,100.0,15,164.8,ServiceTest6
1614788400,100.0,100.0,23,95.3,ServiceTest5
1614788400,100.0,100.0,14,118.21,ServiceTest11
1614788400,100.0,100.0,47,762.68,ServiceTest7
1614788400,100.0,100.0,39,106.82,ServiceTest6
1614788400,100.0,100.0,41,83.37,ServiceTest10
1614788400,100.0,100.0,17,83.71,ServiceTest1
1614788400,100.0,100.0,40,150.72,ServiceTest2
1614788400,100.0,100.0,15,307.0,ServiceTest3
1614788400,100.0,100.0,7,533.57,ServiceTest9
1614788400,100.0,100.0,10,249.5,ServiceTest8
1614788400,100.0,100.0,3,176.0,ServiceTest4
1614788460,100.0,100.0,22,484.45,ServiceTest3
1614788460,100.0,100.0,33,750.73,ServiceTest7
1614788460,100.0,100.0,32,148.56,ServiceTest2
1614788460,100.0,100.0,21,33.43,ServiceTest1
1614788460,100.0,100.0,12,332.33,ServiceTest4
1614788460,100.0,100.0,13,70.08,ServiceTest10
1614788460,100.0,100.0,18,21.67,ServiceTest5
1614788460,100.0,100.0,17,141.53,ServiceTest6
1614788460,100.0,100.0,29,114.93,ServiceTest11
1614788460,100.0,100.0,14,119.14,ServiceTest8
1614788460,100.0,100.0,18,436.67,ServiceTest9
1614788520,100.0,100.0,30,62.2,ServiceTest5
1614788520,100.0,100.0,16,111.38,ServiceTest1
1614788520,100.0,100.0,8,379.38,ServiceTest9
1614788520,100.0,100.0,17,112.53,ServiceTest10
1614788520,100.0,100.0,27,310.11,ServiceTest3
1614788520,100.0,100.0,20,196.6,ServiceTest6
1614788520,100.0,100.0,34,105.47,ServiceTest11
1614788520,100.0,100.0,23,648.09,ServiceTest7
1614788520,100.0,100.0,22,62.0,ServiceTest8
1614788520,100.0,100.0,7,918.43,ServiceTest4
1614788520,100.0,100.0,30,108.27,ServiceTest2
1614788580,100.0,100.0,25,88.48,ServiceTest6
1614788580,100.0,100.0,8,335.12,ServiceTest9
1614788580,100.0,100.0,40,74.0,ServiceTest10
1614788580,100.0,100.0,34,106.26,ServiceTest1
1614788580,100.0,100.0,29,425.66,ServiceTest3
1614788580,100.0,100.0,33,67.48,ServiceTest5
1614788580,100.0,100.0,34,689.38,ServiceTest7
1614788580,100.0,100.0,7,54.43,ServiceTest11
1614788580,100.0,100.0,23,149.83,ServiceTest8
1614788580,100.0,100,6,202,ServiceTest4
1614788580,100.0,100.0,10,47.2,ServiceTest2
1614788640,100.0,100.0,16,228.5,ServiceTest6
1614788640,100.0,100.0,13,222.08,ServiceTest8
1614788640,100.0,100.0,28,34.93,ServiceTest5
1614788640,100.0,100.0,17,214.41,ServiceTest10
1614788640,100.0,100.0,31,770.35,ServiceTest7
1614788640,100.0,100.0,8,254.0,ServiceTest1
1614788640,100.0,100.0,21,74.14,ServiceTest2
1614788640,100.0,100.0,21,422.48,ServiceTest3
1614788640,100.0,100.0,10,339.7,ServiceTest4
1614788640,100.0,100.0,18,312.0,ServiceTest9
1614788640,100.0,100.0,4,115.25,ServiceTest11
1614788700,100.0,100.0,15,106.67,ServiceTest10
1614788700,100.0,100.0,16,328.5,ServiceTest9
1614788700,100.0,100.0,21,58.67,ServiceTest5
1614788700,100.0,100.0,20,62.35,ServiceTest2
1614788700,100.0,100.0,16,21.88,ServiceTest1
1614788700,100.0,100.0,20,417.75,ServiceTest3
1614788700,100.0,100.0,15,56.4,ServiceTest6
1614788700,100.0,100.0,14,582.14,ServiceTest7
1614788700,100.0,100.0,7,559.0,ServiceTest4
1614788700,100.0,100.0,21,110.0,ServiceTest8
1614788700,100.0,100.0,10,118.5,ServiceTest11
1614788760,100.0,100.0,15,376.2,ServiceTest4
1614788760,100.0,100.0,19,75.0,ServiceTest1
1614788760,100.0,100.0,20,141.85,ServiceTest8
1614788760,100.0,100.0,11,532.64,ServiceTest3
1614788760,100.0,100.0,18,59.89,ServiceTest2
1614788760,100.0,100.0,15,374.67,ServiceTest9
1614788760,100.0,100.0,19,109.32,ServiceTest6
1614788760,100.0,100.0,13,129.77,ServiceTest11
1614788760,100.0,100.0,17,640.88,ServiceTest7
1614788760,100.0,100.0,18,32.0,ServiceTest5
1614788760,100.0,100.0,11,41.27,ServiceTest10
1614788820,100.0,100.0,18,48.0,ServiceTest1
1614788820,100.0,100.0,18,47.33,ServiceTest8
1614788820,100.0,100.0,15,299.0,ServiceTest4
1614788820,100.0,100.0,16,83.75,ServiceTest5
1614788820,100.0,100.0,10,73.4,ServiceTest11
1614788820,100.0,100.0,23,542.7,ServiceTest7
1614788820,100.0,100.0,20,65.8,ServiceTest10
1614788820,100.0,100.0,23,331.22,ServiceTest9
1614788820,100.0,100.0,16,98.0,ServiceTest2
1614788820,100.0,100.0,8,277.0,ServiceTest3
1614788820,100.0,100.0,7,61.43,ServiceTest6
1614788880,100.0,100.0,23,94.0,ServiceTest11
1614788880,100.0,100.0,31,38.03,ServiceTest1
1614788880,100.0,100.0,15,648.4,ServiceTest7
1614788880,100.0,100.0,12,357.33,ServiceTest3
1614788880,100.0,100.0,16,75.5,ServiceTest6
1614788880,100.0,100.0,11,368.45,ServiceTest4
1614788880,100.0,100.0,35,295.2,ServiceTest9
1614788880,100.0,100.0,15,44.0,ServiceTest2
1614788880,100.0,100.0,4,19.25,ServiceTest5
1614788880,100.0,100.0,10,107.6,ServiceTest10
1614788880,100.0,100.0,7,107.0,ServiceTest8
1614788940,100.0,100.0,22,80.82,ServiceTest2
1614788940,100.0,100.0,10,66.8,ServiceTest11
1614788940,100.0,100.0,21,420.9,ServiceTest4
1614788940,100.0,100.0,21,358.0,ServiceTest3
1614788940,100.0,100.0,20,85.45,ServiceTest6
1614788940,100.0,100.0,25,188.24,ServiceTest8
1614788940,100.0,100.0,17,74.53,ServiceTest1
1614788940,100.0,100.0,10,391.8,ServiceTest9
1614788940,100.0,100,3,554,ServiceTest7
1614788940,100.0,100.0,8,95.25,ServiceTest10
1614789000,100.0,100.0,17,319.12,ServiceTest4
1614789000,100.0,100.0,14,83.21,ServiceTest2
1614789000,100.0,100.0,12,21.67,ServiceTest1
1614789000,100.0,100.0,22,88.5,ServiceTest6
1614789000,100.0,100.0,4,263.75,ServiceTest3
1614789000,100.0,100.0,14,70.43,ServiceTest8
1614789000,100.0,100.0,9,92.0,ServiceTest10
1614789000,100.0,100.0,5,355.8,ServiceTest9
1614789000,100.0,100.0,19,80.26,ServiceTest11
1614789000,100.0,100.0,4,598.75,ServiceTest7
1614789000,100.0,100.0,2,21.5,ServiceTest5
1614789060,100.0,100.0,16,46.81,ServiceTest10
1614789060,100.0,100.0,16,410.19,ServiceTest9
1614789060,100.0,100.0,8,76.25,ServiceTest8
1614789060,100.0,100.0,15,109.27,ServiceTest11
1614789060,100.0,100.0,14,55.93,ServiceTest1
1614789060,100.0,100.0,16,62.0,ServiceTest5
1614789060,100.0,100.0,15,581.13,ServiceTest7
1614789060,100.0,100.0,14,214.5,ServiceTest6
1614789060,100.0,100.0,11,84.91,ServiceTest2
1614789060,100.0,100.0,10,234.0,ServiceTest4
1614789060,100.0,100.0,3,284.67,ServiceTest3
1614789120,100.0,100.0,17,661.41,ServiceTest7
1614789120,100.0,100.0,14,353.57,ServiceTest4
1614789120,100.0,100.0,11,376.0,ServiceTest9
1614789120,100.0,100.0,23,43.0,ServiceTest1
1614789120,100.0,100.0,21,63.29,ServiceTest5
1614789120,100.0,100.0,10,72.0,ServiceTest10
1614789120,100.0,100.0,9,226.0,ServiceTest2
1614789120,100.0,100.0,9,63.67,ServiceTest11
1614789120,100.0,100.0,10,289.9,ServiceTest3
1614789120,100.0,100.0,13,116.38,ServiceTest6
1614789120,100.0,100.0,9,191.22,ServiceTest8
1614789180,100.0,100.0,15,393.33,ServiceTest9
1614789180,100.0,100.0,23,104.87,ServiceTest8
1614789180,100.0,100.0,27,73.67,ServiceTest5
1614789180,100.0,100.0,25,712.68,ServiceTest7
1614789180,100.0,100.0,14,30.57,ServiceTest1
1614789180,100.0,100.0,19,465.16,ServiceTest4
1614789180,100.0,100.0,3,46.0,ServiceTest6
1614789180,100.0,100.0,6,167.0,ServiceTest11
1614789180,100.0,100.0,5,40.2,ServiceTest2
1614789180,100.0,100,5,281,ServiceTest3
1614789180,100.0,100.0,3,18.33,ServiceTest10
1614789240,100.0,100.0,14,94.86,ServiceTest11
1614789240,100.0,100.0,16,130.5,ServiceTest2
1614789240,100.0,100.0,16,539.69,ServiceTest7
1614789240,100.0,100.0,21,32.71,ServiceTest1
1614789240,100.0,100.0,19,310.95,ServiceTest3
1614789240,100.0,100.0,5,381.4,ServiceTest4
1614789240,100.0,100.0,11,78.73,ServiceTest8
1614789240,100.0,100.0,11,40.91,ServiceTest5
1614789240,100.0,100.0,9,121.33,ServiceTest6
1614789240,100.0,100.0,17,358.24,ServiceTest9
1614789240,100.0,100.0,4,28.0,ServiceTest10
1614789300,100.0,100.0,15,28.8,ServiceTest5
1614789300,100.0,100.0,19,307.26,ServiceTest3
1614789300,100.0,100.0,20,67.0,ServiceTest11
1614789300,100.0,100.0,10,297.9,ServiceTest9
1614789300,100.0,100.0,15,71.33,ServiceTest2
1614789300,100.0,100.0,17,90.53,ServiceTest8
1614789300,100.0,100.0,14,156.57,ServiceTest6
1614789300,100.0,100.0,11,573.64,ServiceTest7
1614789300,100.0,100.0,10,20.2,ServiceTest1
1614789300,100.0,100,4,21,ServiceTest10
1614789300,100.0,100.0,2,122.5,ServiceTest4
1614789360,100.0,100.0,3,549.0,ServiceTest7
1614789360,100.0,100.0,22,48.55,ServiceTest11
1614789360,100.0,100.0,20,288.5,ServiceTest4
1614789360,100.0,100.0,9,59.11,ServiceTest10
1614789360,100.0,100.0,14,100.0,ServiceTest5
1614789360,100.0,100,3,109,ServiceTest2
1614789360,100.0,100.0,6,293.0,ServiceTest3
1614789360,100.0,100.0,8,135.0,ServiceTest6
1614789360,100.0,100.0,21,81.0,ServiceTest1
1614789360,100.0,100.0,19,67.74,ServiceTest8
1614789360,100.0,100.0,7,305.86,ServiceTest9
1614789420,100.0,100.0,17,197.59,ServiceTest4
1614789420,100.0,100.0,11,64.91,ServiceTest2
1614789420,100.0,100.0,14,39.64,ServiceTest1
1614789420,100.0,100.0,20,51.0,ServiceTest11
1614789420,100.0,100.0,15,88.33,ServiceTest5
1614789420,100.0,100.0,7,92.29,ServiceTest8
1614789420,100.0,100.0,4,170.5,ServiceTest6
1614789420,100.0,100.0,15,269.8,ServiceTest3
1614789420,100.0,100.0,14,57.0,ServiceTest10
1614789420,100.0,100.0,8,276.75,ServiceTest9
1614789420,100.0,100,3,628,ServiceTest7
1614789480,100.0,100.0,10,326.8,ServiceTest9
1614789480,100.0,100.0,15,114.07,ServiceTest6
1614789480,100.0,100.0,16,57.06,ServiceTest1
1614789480,100.0,100.0,17,81.0,ServiceTest11
1614789480,100.0,100.0,7,56.0,ServiceTest2
1614789480,100.0,100.0,9,315.0,ServiceTest3
1614789480,100.0,100.0,21,218.38,ServiceTest4
1614789480,100.0,100.0,9,100.33,ServiceTest5
1614789480,100.0,100.0,8,32.5,ServiceTest10
1614789480,100.0,100,2,545,ServiceTest7
1614789480,100.0,100.0,14,119.86,ServiceTest8
1614789540,100.0,100.0,16,289.38,ServiceTest9
1614789540,100.0,100.0,11,83.64,ServiceTest6
1614789540,100.0,100.0,17,321.0,ServiceTest4
1614789540,100.0,100.0,9,91.67,ServiceTest11
1614789540,100.0,100.0,21,64.05,ServiceTest5
1614789540,100.0,100.0,9,43.33,ServiceTest2
1614789540,100.0,100.0,23,85.96,ServiceTest8
1614789540,100.0,100.0,20,23.8,ServiceTest1
1614789540,100.0,100.0,17,33.76,ServiceTest10
1614789540,100.0,100.0,3,258.67,ServiceTest3
1614789540,100.0,100.0,5,579.0,ServiceTest7
1614789600,100.0,100.0,27,105.0,ServiceTest6
1614789600,100.0,100.0,13,456.31,ServiceTest9
1614789600,100.0,100.0,25,92.52,ServiceTest1
1614789600,100.0,100.0,9,126.44,ServiceTest2
1614789600,100.0,100.0,24,34.25,ServiceTest10
1614789600,100.0,100.0,20,670.1,ServiceTest7
1614789600,100.0,100.0,8,184.0,ServiceTest4
1614789600,100.0,100.0,21,70.71,ServiceTest8
1614789600,100.0,100.0,17,63.24,ServiceTest11
1614789600,100.0,100.0,21,96.71,ServiceTest5
1614789600,100.0,100,3,442,ServiceTest3
1614789660,100.0,100.0,11,65.64,ServiceTest5
1614789660,100.0,100.0,14,472.43,ServiceTest9
1614789660,100.0,100.0,25,120.0,ServiceTest6
1614789660,100.0,100.0,14,557.5,ServiceTest7
1614789660,100.0,100.0,23,141.7,ServiceTest2
1614789660,100.0,100.0,12,49.0,ServiceTest8
1614789660,100.0,100.0,17,171.88,ServiceTest1
1614789660,100.0,100.0,12,318.5,ServiceTest4
1614789660,100.0,100.0,18,140.72,ServiceTest10
1614789660,100.0,100.0,5,685.4,ServiceTest3
1614789660,100.0,100.0,15,135.13,ServiceTest11
1614789720,100.0,100.0,8,197.5,ServiceTest1
1614789720,100.0,100.0,7,51.29,ServiceTest6
1614789720,100.0,100.0,8,120.25,ServiceTest11
1614789720,100.0,100.0,16,46.88,ServiceTest8
1614789720,100.0,100.0,10,294.6,ServiceTest9
1614789720,100.0,100.0,14,54.0,ServiceTest2
1614789720,100.0,100.0,5,27.0,ServiceTest5
1614789720,100.0,100.0,12,308.5,ServiceTest3
1614789720,100.0,100.0,9,76.0,ServiceTest10
1614789720,100.0,100.0,9,588.67,ServiceTest7
1614789720,100.0,100.0,19,273.84,ServiceTest4
1614789780,100.0,100.0,11,78.64,ServiceTest2
1614789780,100.0,100.0,12,238.17,ServiceTest4
1614789780,100.0,100.0,10,55.0,ServiceTest5
1614789780,100.0,100.0,11,22.73,ServiceTest1
1614789780,100.0,100.0,5,267.2,ServiceTest9
1614789780,100.0,100.0,15,91.67,ServiceTest8
1614789780,100.0,100,8,39,ServiceTest11
1614789780,100.0,100.0,8,575.0,ServiceTest7
1614789780,100.0,100.0,8,130.75,ServiceTest6
1614789780,100.0,100.0,15,275.6,ServiceTest3
1614789780,100.0,100.0,6,182.5,ServiceTest10
1614789840,100.0,100.0,7,293.43,ServiceTest9
1614789840,100.0,100.0,13,75.0,ServiceTest11
1614789840,100.0,100.0,9,68.0,ServiceTest2
1614789840,100.0,100.0,3,155.67,ServiceTest8
1614789840,100.0,100.0,17,315.41,ServiceTest3
1614789840,100.0,100.0,9,49.0,ServiceTest6
1614789840,100.0,100.0,5,543.4,ServiceTest7
1614789840,100.0,100.0,13,22.0,ServiceTest1
1614789840,100.0,100.0,3,134.33,ServiceTest4
1614789840,100.0,100.0,10,63.3,ServiceTest10
1614789840,100.0,100.0,13,48.69,ServiceTest5
1614789900,100.0,100.0,18,23.22,ServiceTest5
1614789900,100.0,100.0,20,176.2,ServiceTest11
1614789900,100.0,100.0,16,368.0,ServiceTest3
1614789900,100.0,100.0,10,75.5,ServiceTest6
1614789900,100.0,100.0,15,146.87,ServiceTest2
1614789900,100.0,100.0,9,71.78,ServiceTest1
1614789900,100.0,100.0,9,306.67,ServiceTest9
1614789900,100.0,100.0,15,619.6,ServiceTest7
1614789900,100.0,100,3,17,ServiceTest10
1614789900,100.0,100.0,3,45.33,ServiceTest8
1614789900,100.0,100.0,3,136.0,ServiceTest4
1614789960,100.0,100.0,5,256.4,ServiceTest4
1614789960,100.0,100.0,10,91.0,ServiceTest8
1614789960,100.0,100.0,15,143.0,ServiceTest5
1614789960,100.0,100.0,14,148.0,ServiceTest2
1614789960,100.0,100.0,16,317.5,ServiceTest3
1614789960,100.0,100.0,11,85.64,ServiceTest6
1614789960,100.0,100.0,8,718.5,ServiceTest7
1614789960,100.0,100.0,6,65.33,ServiceTest11
1614789960,100.0,100.0,14,365.86,ServiceTest9
1614789960,100.0,100.0,3,19.67,ServiceTest1
1614789960,100.0,100,1,19,ServiceTest10
1614790020,100.0,100.0,10,33.2,ServiceTest1
1614790020,100.0,100.0,9,327.33,ServiceTest9
1614790020,100.0,100.0,9,53.56,ServiceTest2
1614790020,100.0,100.0,11,54.27,ServiceTest6
1614790020,100.0,100.0,14,49.0,ServiceTest8
1614790020,100.0,100.0,14,348.71,ServiceTest3
1614790020,100.0,100.0,12,130.67,ServiceTest5
1614790020,100.0,100.0,13,20.23,ServiceTest10
1614790020,100.0,100.0,7,651.71,ServiceTest7
1614790020,100.0,100,5,190,ServiceTest4
1614790020,100.0,100.0,10,43.5,ServiceTest11
1614790080,100.0,100.0,10,278.0,ServiceTest3
1614790080,100.0,100.0,20,171.1,ServiceTest8
1614790080,100.0,100.0,22,22.0,ServiceTest1
1614790080,100.0,100.0,7,340.86,ServiceTest9
1614790080,100.0,100.0,3,271.0,ServiceTest4
1614790080,100.0,100.0,9,70.33,ServiceTest11
1614790080,100.0,100.0,18,36.17,ServiceTest10
1614790080,100.0,100.0,15,29.6,ServiceTest5
1614790080,100.0,100.0,4,74.0,ServiceTest6
1614790080,100.0,100.0,8,110.38,ServiceTest2
1614790080,100.0,100.0,18,602.89,ServiceTest7
1614790140,100.0,100.0,10,49.4,ServiceTest6
1614790140,100.0,100.0,10,22.0,ServiceTest5
1614790140,100.0,100.0,10,68.3,ServiceTest10
1614790140,100.0,100.0,15,96.0,ServiceTest11
1614790140,100.0,100.0,13,561.15,ServiceTest7
1614790140,100.0,100.0,18,50.61,ServiceTest8
1614790140,100.0,100.0,6,20.0,ServiceTest1
1614790140,100.0,100.0,4,266.25,ServiceTest3
1614790140,100.0,100.0,14,50.43,ServiceTest2
1614790140,100.0,100.0,6,316.67,ServiceTest9
1614790200,100.0,100.0,14,608.29,ServiceTest7
1614790200,100.0,100.0,11,91.18,ServiceTest2
1614790200,100.0,100.0,4,156.75,ServiceTest10
1614790200,100.0,100.0,9,97.22,ServiceTest8
1614790200,100.0,100.0,16,66.94,ServiceTest5
1614790200,100.0,100.0,4,33.0,ServiceTest11
1614790200,100.0,100.0,14,278.0,ServiceTest9
1614790200,100.0,100.0,12,111.92,ServiceTest6
1614790200,100.0,100.0,4,163.5,ServiceTest4
1614790200,100.0,100.0,4,271.75,ServiceTest3
1614790260,100.0,100.0,10,63.6,ServiceTest5
1614790260,100.0,100.0,9,170.56,ServiceTest1
1614790260,100.0,100.0,8,289.0,ServiceTest4
1614790260,100.0,100.0,8,332.0,ServiceTest9
