timestamp,rr,sr,cnt,mrt,tc
1614701160,66.67,66.05555555555556,18,20110.72,ServiceTest6
1614701160,75.0,75,4,15115,ServiceTest10
1614701160,37.5,37.5,8,37529.0,ServiceTest9
1614701160,33.33,33.33333333333333,3,40033.33,ServiceTest11
1614701160,33.33,33,3,40016,ServiceTest2
1614701220,43.75,43.49999999999999,16,22780.32,ServiceTest8
1614701220,33.33,33.33333333333333,9,40222.67,ServiceTest4
1614701220,63.64,63.63636363636365,11,13953.36,ServiceTest3
1614701220,45.45,45.27272727272727,11,32904.72,ServiceTest1
1614701220,66.67,66.33333333333333,9,15163.22,ServiceTest9
1614701220,57.14,56.85714285714286,7,13038.86,ServiceTest11
1614701220,25.0,24.875000000000004,8,33930.5,ServiceTest7
1614701220,16.67,16.666666666666664,6,50008.5,ServiceTest2
1614701220,55.56,55.55555555555556,9,21785.88,ServiceTest5
1614701220,46.15,45.92307692307692,13,22105.0,ServiceTest6
1614701220,50.0,50.0,6,30237.0,ServiceTest10
1614701280,46.67,46.66666666666667,15,26079.34,ServiceTest3
1614701280,25.0,24.999999999999993,4,45785.75,ServiceTest6
1614701280,60.0,59.66666666666666,15,21122.53,ServiceTest9
1614701280,61.54,61.23076923076923,13,19789.38,ServiceTest10
1614701280,33.33,33.166666666666664,6,40710.0,ServiceTest8
1614701280,63.64,63.63636363636365,11,21860.55,ServiceTest5
1614701280,62.5,62.500000000000014,8,17120.75,ServiceTest4
1614701280,50.0,49.75,8,30259.0,ServiceTest7
1614701280,25.0,24.999999999999993,8,39604.13,ServiceTest11
1614701280,33.33,33.0,9,35034.0,ServiceTest1
1614701280,33.33,33.33333333333333,6,40074.83,ServiceTest2
1614701340,42.86,42.857142857142854,7,34439.71,ServiceTest10
1614701340,71.43,71.42857142857144,7,17192.14,ServiceTest2
1614701340,45.45,45.27272727272727,11,30161.36,ServiceTest11
1614701340,25.0,25.0,4,43113.0,ServiceTest4
1614701340,62.5,61.9375,16,21490.57,ServiceTest5
1614701340,77.78,77.77777777777779,9,13553.0,ServiceTest7
1614701340,100.0,100.0,4,143.0,ServiceTest6
1614701340,72.73,72.54545454545455,11,16432.37,ServiceTest1
1614701340,85.71,85.42857142857143,7,8590.71,ServiceTest3
1614701340,25.0,24.75,4,45137.25,ServiceTest9
1614701400,56.25,56.25,16,26376.19,ServiceTest3
1614701400,63.64,63.18181818181819,11,21883.72,ServiceTest11
1614701400,50.0,50.0,10,30080.4,ServiceTest6
1614701400,44.44,44.444444444444436,9,33344.89,ServiceTest1
1614701400,33.33,33.33333333333333,6,40201.33,ServiceTest2
1614701400,50.0,50.0,12,30064.25,ServiceTest5
1614701400,33.33,33.33333333333333,3,40053.33,ServiceTest4
1614701400,60.0,60.0,5,24013.0,ServiceTest10
1614701400,100.0,100.0,3,264.0,ServiceTest8
1614701400,40.0,40.0,5,36060.0,ServiceTest7
1614701340,0.0,0,1,60000,ServiceTest8
1614701460,25.0,24.999999999999993,4,45005.75,ServiceTest1
1614701460,20.0,19.999999999999996,5,48208.0,ServiceTest10
1614701460,28.57,28.42857142857143,7,42873.14,ServiceTest6
1614701400,0.0,0,1,60000,ServiceTest9
1614701460,12.5,12.375,8,52655.75,ServiceTest11
1614701460,25.0,25.0,4,45289.5,ServiceTest4
1614701460,0.0,0,2,60000,ServiceTest9
1614701460,0.0,0.0,2,60508.5,ServiceTest8
1614701520,33.33,33.33333333333333,3,40095.33,ServiceTest7
1614701460,0.0,0.0,6,60168.5,ServiceTest2
1614701460,0.0,0.0,4,60000.0,ServiceTest5
1614701520,20.0,19.999999999999996,5,48068.8,ServiceTest10
1614701460,0.0,0.0,4,60000.5,ServiceTest7
1614701520,16.67,33.166666666666664,6,49396.83,ServiceTest2
1614701520,20.0,39.800000000000004,5,47211.0,ServiceTest8
1614701460,0.0,0,3,60334,ServiceTest3
1614701520,0.0,0.0,5,60206.4,ServiceTest5
1614701520,0.0,16.666666666666664,6,57895.33,ServiceTest3
1614701520,0.0,0.0,3,60000.0,ServiceTest9
1614701520,0.0,0,4,60255,ServiceTest6
1614701520,0.0,24.875,8,58681.25,ServiceTest11
1614701520,0.0,50.0,6,57508.33,ServiceTest1
1614701520,0.0,0.0,3,60341.67,ServiceTest4
1614701580,50.0,66.66666666666666,12,25547.17,ServiceTest10
1614701580,0.0,28.57142857142857,7,51447.71,ServiceTest5
1614701580,0.0,40.0,5,44631.4,ServiceTest7
1614701580,25.0,24.75,4,45398.25,ServiceTest3
1614701580,60.0,59.80000000000001,5,24489.2,ServiceTest11
1614701580,10.0,30.0,10,46761.6,ServiceTest1
1614701580,37.5,74.5,8,23654.25,ServiceTest6
1614701580,100.0,100.0,3,4860.0,ServiceTest4
1614701580,16.67,33.33333333333333,6,43006.0,ServiceTest8
1614701580,66.67,66.66666666666666,3,20015.0,ServiceTest9
1614701580,40.0,39.800000000000004,5,36154.0,ServiceTest2
1614701640,72.73,72.72727272727273,11,16530.64,ServiceTest6
1614701640,50.0,49.875,8,30119.62,ServiceTest11
1614701640,20.0,20.0,5,48025.0,ServiceTest8
1614701640,37.5,37.375,8,37653.5,ServiceTest2
1614701640,75.0,74.5,4,15103.0,ServiceTest10
1614701640,33.33,33.33333333333333,3,40009.0,ServiceTest9
1614701640,100.0,100.0,3,170.67,ServiceTest7
1614701640,50.0,50.0,2,30187.5,ServiceTest1
1614701700,73.33,72.8,15,16042.06,ServiceTest10
1614701640,0.0,0.0,2,60000.5,ServiceTest4
1614701700,60.0,60.0,5,24055.8,ServiceTest9
1614701700,66.67,66.66666666666666,6,20018.33,ServiceTest3
1614701700,50.0,49.999999999999986,4,30142.25,ServiceTest4
1614701700,20.0,20.0,5,48016.0,ServiceTest6
1614701640,0.0,0,1,60000,ServiceTest3
1614701640,0.0,0.0,2,60000.5,ServiceTest5
1614701700,0.0,0,2,60000,ServiceTest1
1614701700,0.0,0.0,3,60000.0,ServiceTest7
1614701700,0.0,0.0,4,60000.75,ServiceTest2
1614701760,33.33,33.33333333333333,3,40056.67,ServiceTest6
1614701700,0.0,0.0,2,60000.0,ServiceTest11
1614701760,50.0,49.999999999999986,12,30037.5,ServiceTest2
1614701760,25.0,25.0,4,45036.5,ServiceTest7
1614701700,0.0,0.0,2,60000.0,ServiceTest5
1614701760,42.86,42.57142857142857,7,34297.0,ServiceTest9
1614701760,60.0,60.0,5,24029.2,ServiceTest8
1614701760,60.0,60.0,5,24018.6,ServiceTest5
1614701760,25.0,24.999999999999993,4,45004.5,ServiceTest10
1614701700,0.0,0.0,2,60000.5,ServiceTest8
1614701820,70.0,69.6,10,18064.2,ServiceTest1
1614701820,57.14,57.14285714285714,7,25750.71,ServiceTest6
1614701760,0.0,0.0,2,60518.5,ServiceTest1
1614701820,53.85,53.84615384615385,13,27817.92,ServiceTest11
1614701820,54.55,54.54545454545454,11,27286.54,ServiceTest5
1614701760,0.0,0,1,60000,ServiceTest3
1614701760,0.0,0.0,3,60000.0,ServiceTest11
1614701820,50.0,50.0,6,30264.33,ServiceTest9
1614701820,50.0,49.833333333333336,6,30030.0,ServiceTest8
1614701820,25.0,25.0,4,45036.25,ServiceTest7
1614701760,0.0,0.0,2,60001.0,ServiceTest4
1614701820,50.0,50,2,30024,ServiceTest2
1614701880,50.0,49.5,8,30187.88,ServiceTest1
1614701820,0.0,0,3,60000,ServiceTest4
1614701820,0.0,0.0,4,60001.0,ServiceTest3
1614701880,16.67,16.666666666666664,6,50008.83,ServiceTest11
1614701820,0.0,0.0,4,60000.0,ServiceTest10
1614701880,50.0,50.0,4,30016.5,ServiceTest2
1614701880,50.0,49.5,4,30013.5,ServiceTest9
1614701880,71.43,71.42857142857144,7,17557.0,ServiceTest8
1614701880,66.67,66.25,12,20146.5,ServiceTest10
1614701880,50.0,49.5,4,30011.25,ServiceTest3
1614701880,57.14,56.57142857142857,7,25742.14,ServiceTest6
1614701880,50.0,50.0,6,30184.33,ServiceTest5
1614701880,50.0,49.49999999999999,6,30425.5,ServiceTest7
1614701880,16.67,16.666666666666664,6,50056.0,ServiceTest4
1614701940,55.56,55.55555555555557,9,26702.45,ServiceTest10
1614701940,33.33,33.33333333333333,3,40129.67,ServiceTest8
1614701940,66.67,66.49999999999999,12,20045.67,ServiceTest11
1614701940,33.33,33.33333333333333,3,40049.33,ServiceTest4
1614701940,33.33,33.111111111111114,9,40006.89,ServiceTest1
1614701940,63.64,63.272727272727266,11,21899.09,ServiceTest3
1614701940,20.0,20.0,10,48276.0,ServiceTest7
1614701940,33.33,33.33333333333333,3,40011.0,ServiceTest2
1614701940,50.0,50,2,30014,ServiceTest5
1614702000,83.33,83.33333333333334,6,10090.67,ServiceTest11
1614702000,66.67,66.11111111111111,18,20049.78,ServiceTest2
1614702000,33.33,33.166666666666664,6,40007.33,ServiceTest1
1614702000,46.15,46.15384615384615,13,29192.0,ServiceTest10
1614701940,0.0,0.0,4,60000.0,ServiceTest6
1614702000,25.0,24.999999999999993,4,45005.75,ServiceTest3
1614702000,60.0,59.699999999999996,10,24034.8,ServiceTest6
1614702000,50.0,49.75000000000001,8,29671.88,ServiceTest5
1614701940,0.0,0,1,60000,ServiceTest9
1614702000,100.0,100.0,2,306.5,ServiceTest8
1614702000,37.5,37.5,8,37597.0,ServiceTest7
1614702060,40.0,40.0,5,36020.4,ServiceTest6
1614702060,70.0,70.0,10,18155.8,ServiceTest2
1614702060,57.14,57.14285714285713,7,25784.0,ServiceTest8
1614702060,33.33,33.33333333333333,3,40347.67,ServiceTest1
1614702060,37.5,37.25,8,37513.5,ServiceTest11
1614702000,0.0,0,1,60000,ServiceTest4
1614702060,28.57,28.42857142857143,7,43016.29,ServiceTest7
1614702060,40.0,40.0,5,36016.0,ServiceTest9
1614702060,20.0,20.0,5,48066.0,ServiceTest5
1614702000,0.0,0,2,60000,ServiceTest9
1614702120,54.55,54.54545454545454,11,27429.45,ServiceTest2
1614702120,80.0,80.0,10,12068.4,ServiceTest1
1614702120,50.0,50.0,10,30115.0,ServiceTest3
1614702120,55.56,55.55555555555556,9,26915.89,ServiceTest7
1614702120,100.0,100.0,4,77.0,ServiceTest9
1614702120,57.14,57.14285714285714,14,25746.43,ServiceTest11
1614702120,72.73,72.72727272727273,11,16478.0,ServiceTest8
1614702060,0.0,0.0,3,60000.0,ServiceTest3
1614702060,0.0,0,2,60000,ServiceTest10
1614702120,62.5,62.500000000000014,8,22535.0,ServiceTest6
1614702120,62.5,62.5,8,22557.25,ServiceTest5
1614702060,0.0,0.0,2,60001.5,ServiceTest4
1614702120,42.86,42.42857142857142,7,34329.86,ServiceTest10
1614702120,100.0,100.0,2,419.0,ServiceTest4
1614702180,41.67,41.333333333333336,12,35072.58,ServiceTest1
1614702180,50.0,50.0,6,30058.33,ServiceTest6
1614702180,33.33,33.111111111111114,9,40159.66,ServiceTest5
1614702180,58.33,58.333333333333336,12,25125.5,ServiceTest7
1614702180,62.5,62.500000000000014,8,22513.5,ServiceTest3
1614702180,25.0,25.0,8,45135.0,ServiceTest10
1614702180,50.0,50,2,30517,ServiceTest9
1614702240,42.86,42.857142857142854,7,34677.85,ServiceTest7
1614702240,33.33,33.33333333333333,3,40503.0,ServiceTest1
1614702240,66.67,66.66666666666666,9,20174.67,ServiceTest2
1614702180,0.0,0,1,60001,ServiceTest4
1614702180,0.0,0,3,60340,ServiceTest8
1614702180,0.0,0,2,60000,ServiceTest2
1614702240,50.0,49.5,4,30010.0,ServiceTest10
1614702240,42.86,42.857142857142854,7,34439.43,ServiceTest9
1614702240,66.67,66.5,6,20191.0,ServiceTest5
1614702240,60.0,59.599999999999994,5,24149.6,ServiceTest4
1614702300,66.67,66.66666666666666,6,20038.83,ServiceTest2
1614702240,25.0,25.0,4,45258.5,ServiceTest3
1614702300,60.0,60.0,5,24012.4,ServiceTest5
1614702240,0.0,0.0,2,60000.5,ServiceTest6
1614702300,66.67,66.66666666666666,6,20068.0,ServiceTest1
1614702240,0.0,0.0,2,60000.5,ServiceTest8
1614702300,60.0,59.599999999999994,5,24036.6,ServiceTest6
1614702300,33.33,33.0,6,40007.5,ServiceTest3
1614702300,40.0,39.99999999999999,5,36273.4,ServiceTest7
1614702300,60.0,60.0,5,22097.0,ServiceTest9
1614702300,25.0,24.75,4,45079.0,ServiceTest10
1614702240,0.0,0,1,60001,ServiceTest11
1614702300,50.0,49.999999999999986,4,30122.0,ServiceTest4
1614702300,75.0,75.0,4,15064.5,ServiceTest11
1614702360,25.0,25.0,4,45013.5,ServiceTest2
1614702300,0.0,0.0,3,60000.33,ServiceTest8
1614702360,50.0,49.666666666666664,6,30011.0,ServiceTest1
1614702360,77.78,77.77777777777779,9,13460.11,ServiceTest11
1614702360,62.5,62.500000000000014,8,22676.5,ServiceTest8
1614702360,40.0,40.0,5,36009.6,ServiceTest5
1614702360,100.0,100.0,4,170.0,ServiceTest10
1614702360,57.14,57.14285714285713,7,25866.57,ServiceTest7
1614702360,25.0,24.75,4,45070.5,ServiceTest6
1614702360,50.0,50.0,2,30011.0,ServiceTest3
1614702360,40.0,39.6,5,36054.0,ServiceTest9
1614702420,85.71,85.71428571428571,7,8784.14,ServiceTest7
1614702420,33.33,33.0,6,40006.17,ServiceTest10
1614702420,60.0,60.0,5,24074.4,ServiceTest4
1614702420,75.0,75.0,4,15313.0,ServiceTest6
1614702420,75.0,75.0,4,15125.0,ServiceTest1
1614702360,0.0,0,1,60001,ServiceTest4
1614702420,40.0,40.0,5,36111.4,ServiceTest2
1614702420,75.0,74.5,4,15013.75,ServiceTest5
1614702420,60.0,60,5,24070,ServiceTest8
1614702420,50.0,50,2,30016,ServiceTest11
1614702420,20.0,20.0,5,48210.4,ServiceTest9
1614702480,66.67,66.66666666666666,3,20044.33,ServiceTest8
1614702480,66.67,66.66666666666666,6,20029.5,ServiceTest10
1614702480,60.0,60.0,5,24118.6,ServiceTest7
1614702480,77.78,77.77777777777777,18,13407.5,ServiceTest1
1614702480,80.0,80.0,5,12137.4,ServiceTest4
1614702480,40.0,39.800000000000004,5,36040.0,ServiceTest11
1614702420,0.0,0,1,60000,ServiceTest3
1614702480,75.0,75,4,15064,ServiceTest6
1614702480,50.0,49.999999999999986,4,30151.75,ServiceTest3
1614702540,40.0,40.0,5,36019.4,ServiceTest6
1614702480,0.0,0,1,60000,ServiceTest5
1614702540,58.33,58.166666666666664,12,25101.42,ServiceTest4
1614702540,57.14,57.14285714285714,7,25727.86,ServiceTest1
1614702480,0.0,0.0,5,60000.0,ServiceTest9
1614702540,40.0,40.0,5,36031.6,ServiceTest2
1614702540,28.57,28.42857142857143,7,43016.14,ServiceTest8
1614702540,60.0,60.0,5,24012.8,ServiceTest3
1614702540,60.0,59.599999999999994,5,24101.8,ServiceTest11
1614702540,75.0,75.0,4,15096.0,ServiceTest10
1614702480,0.0,0,1,60001,ServiceTest2
1614702600,50.0,49.666666666666664,6,30256.67,ServiceTest11
1614702540,0.0,0.0,2,60000.0,ServiceTest9
1614702600,50.0,49.999999999999986,4,30085.0,ServiceTest10
1614702600,55.56,55.55555555555556,9,26960.66,ServiceTest6
1614702600,33.33,33.33333333333333,3,40144.67,ServiceTest2
1614702600,66.67,66.66666666666666,3,20185.67,ServiceTest7
1614702600,50.0,50.0,2,30197.5,ServiceTest1
1614702600,80.0,80.0,5,12171.4,ServiceTest4
1614702600,66.67,66.66666666666666,3,20180.0,ServiceTest9
1614702600,50.0,49.5,4,30174.0,ServiceTest8
1614702660,50.0,49.5,4,30212.25,ServiceTest4
1614702660,70.0,70.0,10,18258.9,ServiceTest7
1614702660,80.0,80.0,10,12101.6,ServiceTest11
1614702660,62.5,62.24999999999999,8,22799.0,ServiceTest1
1614702600,0.0,0,1,60000,ServiceTest3
1614702660,60.0,60.0,5,24014.6,ServiceTest9
1614702660,33.33,33.33333333333333,3,40146.0,ServiceTest10
1614702600,0.0,0,1,60000,ServiceTest5
1614702660,50.0,49.75,4,30017.5,ServiceTest5
1614702660,50.0,50,2,30032,ServiceTest6
1614702660,50.0,50,2,30025,ServiceTest2
1614702720,80.0,80.0,5,12050.8,ServiceTest2
1614702720,33.33,33.33333333333333,3,40025.67,ServiceTest6
1614702660,0.0,0,1,60001,ServiceTest8
1614702720,42.86,42.857142857142854,7,34296.29,ServiceTest1
1614702720,42.86,42.857142857142854,7,34295.14,ServiceTest5
1614702720,100.0,100.0,6,91.67,ServiceTest3
1614702660,0.0,0,1,60001,ServiceTest3
1614702720,75.0,75.0,4,15150.0,ServiceTest8
1614702720,50.0,50,2,30012,ServiceTest10
1614702720,50.0,50.0,2,30070.5,ServiceTest7
1614702720,50.0,50.0,2,30015.0,ServiceTest9
1614702780,54.55,54.36363636363638,11,27390.46,ServiceTest7
1614702780,100.0,100.0,2,21.5,ServiceTest10
1614702780,25.0,24.999999999999993,4,45007.75,ServiceTest9
1614702780,66.67,66.66666666666666,3,20044.0,ServiceTest11
1614702720,0.0,0.0,3,60000.0,ServiceTest4
1614702780,37.5,37.5,8,37515.12,ServiceTest5
1614702780,75.0,74.75,8,15193.38,ServiceTest4
1614702780,28.57,28.57142857142857,7,42932.14,ServiceTest8
1614702780,75.0,75.0,4,15018.5,ServiceTest1
1614702840,72.73,72.36363636363637,11,16420.91,ServiceTest1
1614702780,0.0,0.0,2,60000.5,ServiceTest3
1614702840,75.0,75.0,8,15031.5,ServiceTest3
1614702840,50.0,49.5,4,30034.0,ServiceTest6
1614702840,66.67,66.0,6,20243.5,ServiceTest11
1614702840,75.0,74.5,8,15052.5,ServiceTest9
1614702780,0.0,0.0,2,60000.0,ServiceTest2
1614702840,33.33,33.33333333333333,3,40100.0,ServiceTest5
1614702840,50.0,50.0,2,30026.0,ServiceTest8
1614702840,50.0,50.0,2,30016.0,ServiceTest2
1614702900,75.0,75.0,4,15137.25,ServiceTest7
1614702900,60.0,59.599999999999994,5,24166.4,ServiceTest2
1614702900,20.0,20.0,5,48004.6,ServiceTest3
1614702900,40.0,39.6,5,36100.8,ServiceTest8
1614702840,0.0,0,1,60001,ServiceTest10
1614702900,66.67,66.66666666666666,6,20146.0,ServiceTest6
1614702840,0.0,0,1,61061,ServiceTest7
1614702900,66.67,66.66666666666666,3,20069.33,ServiceTest9
1614702900,66.67,66.66666666666666,3,20130.0,ServiceTest4
1614702900,33.33,33.33333333333333,3,40008.67,ServiceTest1
1614702900,0.0,0.0,3,60000.33,ServiceTest11
1614702960,66.67,66.66666666666666,3,20093.67,ServiceTest6
1614702960,62.5,62.5,8,22560.25,ServiceTest1
1614702960,50.0,49.75,4,30071.25,ServiceTest5
1614702900,0.0,0,1,60001,ServiceTest5
1614702960,50.0,50.0,6,30166.67,ServiceTest11
1614702900,0.0,0,1,61059,ServiceTest10
1614702960,40.0,40.0,5,36089.2,ServiceTest8
1614702960,100.0,100.0,2,484.0,ServiceTest3
1614702960,0.0,0,1,60001,ServiceTest9
1614702960,100.0,100,1,384,ServiceTest2
1614703020,57.14,57.14285714285713,7,25741.28,ServiceTest3
1614702960,0.0,0.0,3,60000.33,ServiceTest4
1614703020,85.71,85.71428571428571,7,8642.14,ServiceTest5
1614703020,40.0,40.0,5,36061.2,ServiceTest4
1614702960,0.0,0.0,2,60000.5,ServiceTest10
1614703020,50.0,50.0,2,30073.5,ServiceTest7
1614703020,60.0,59.599999999999994,5,24015.6,ServiceTest10
1614703020,33.33,33,3,40007,ServiceTest9
1614703020,50.0,49.999999999999986,4,30039.25,ServiceTest2
1614703020,50.0,50,2,30194,ServiceTest8
1614703080,66.67,66.66666666666666,9,20096.78,ServiceTest11
1614703020,0.0,0,1,60000,ServiceTest6
1614703020,0.0,0,2,60001,ServiceTest11
1614703080,80.0,80.0,5,12128.2,ServiceTest10
1614703020,0.0,0,1,60000,ServiceTest1
1614703080,71.43,71.42857142857143,7,17230.43,ServiceTest6
1614703080,66.67,66.66666666666666,3,20026.67,ServiceTest2
1614703080,50.0,50,2,30290,ServiceTest3
1614703080,66.67,66.44444444444446,9,20097.23,ServiceTest4
1614703080,0.0,0.0,2,60000.5,ServiceTest5
1614703080,0.0,0.0,3,60000.33,ServiceTest1
1614703140,77.78,77.77777777777779,9,13378.22,ServiceTest5
1614703080,0.0,0.0,2,60000.0,ServiceTest8
1614703140,66.67,66.44444444444446,9,20113.67,ServiceTest8
1614703140,66.67,66.66666666666666,6,20147.33,ServiceTest4
1614703140,50.0,49.49999999999999,6,30009.5,ServiceTest10
1614703140,50.0,50.0,4,30191.75,ServiceTest9
1614703080,0.0,0,2,60000,ServiceTest9
1614703140,71.43,71.14285714285714,7,17162.71,ServiceTest1
1614703140,50.0,49.75,4,30032.0,ServiceTest6
1614703140,50.0,50.0,2,30027.0,ServiceTest11
1614703200,20.0,20.0,5,48004.6,ServiceTest5
1614703200,72.73,72.45454545454545,11,16482.73,ServiceTest6
1614703200,50.0,50.0,4,30115.0,ServiceTest9
1614703200,57.14,57.14285714285713,7,25834.0,ServiceTest7
1614703200,40.0,39.999999999999986,5,36026.0,ServiceTest11
1614703200,63.64,63.63636363636365,11,21954.0,ServiceTest8
1614703200,37.5,37.5,8,37638.25,ServiceTest1
1614703200,25.0,24.999999999999993,4,45005.0,ServiceTest10
1614703140,0.0,0,2,60000,ServiceTest7
1614703140,0.0,0.0,2,60000.0,ServiceTest2
1614703260,40.0,39.6,5,36265.6,ServiceTest4
1614703260,33.33,33.33333333333333,3,40006.33,ServiceTest5
1614703200,0.0,0,1,60000,ServiceTest3
1614703260,33.33,33.33333333333333,3,40009.33,ServiceTest9
1614703260,40.0,40.0,5,36101.0,ServiceTest2
1614703260,50.0,50,2,30011,ServiceTest3
1614703260,33.33,33.0,6,40067.0,ServiceTest6
1614703200,0.0,0,2,60001,ServiceTest2
1614703260,50.0,50.0,2,30202.0,ServiceTest8
1614703320,100.0,100.0,4,34.75,ServiceTest1
1614703320,77.78,77.77777777777779,9,13551.33,ServiceTest7
1614703320,66.67,66.66666666666666,3,20153.67,ServiceTest6
1614703260,0.0,0,1,60001,ServiceTest7
1614703320,66.67,66.66666666666666,3,20016.0,ServiceTest3
1614703320,60.0,59.599999999999994,5,24093.8,ServiceTest4
1614703320,25.0,25.0,4,45013.0,ServiceTest8
1614703260,0.0,0.0,3,60001.0,ServiceTest10
1614703260,0.0,0,2,60000,ServiceTest11
1614703320,50.0,50,2,30011,ServiceTest10
1614703260,0.0,0,1,60001,ServiceTest1
1614703380,50.0,50.0,6,30045.0,ServiceTest3
1614703380,71.43,71.42857142857144,7,17257.28,ServiceTest11
1614703380,66.67,66.33333333333334,6,18986.33,ServiceTest2
1614703320,0.0,0.0,2,60000.5,ServiceTest2
1614703320,0.0,0,1,61045,ServiceTest9
1614703380,50.0,50.0,4,30131.5,ServiceTest1
1614703320,0.0,0,1,60001,ServiceTest5
1614703380,50.0,50.0,2,30075.5,ServiceTest4
1614703380,100.0,100,1,21,ServiceTest10
1614703380,0.0,0,1,60001,ServiceTest8
1614703380,0.0,0,1,60001,ServiceTest9
1614703380,0.0,0.0,2,60000.5,ServiceTest5
1614703440,66.67,66.66666666666666,3,20155.67,ServiceTest2
1614703440,100.0,100.0,4,54.25,ServiceTest9
1614703380,0.0,0.0,2,60000.5,ServiceTest6
1614703440,50.0,50.0,4,30134.0,ServiceTest11
1614703440,25.0,25.0,4,45007.0,ServiceTest1
1614703380,0.0,0,1,60001,ServiceTest7
1614703440,66.67,66.66666666666666,3,20034.0,ServiceTest6
1614703440,100.0,100,1,248,ServiceTest7
1614703500,33.33,33.33333333333333,3,40007.33,ServiceTest3
1614703500,77.78,77.77777777777779,9,13462.44,ServiceTest7
1614703440,0.0,0,1,60001,ServiceTest8
1614703500,83.33,83.33333333333334,6,10092.17,ServiceTest11
1614703440,0.0,0.0,2,60531.5,ServiceTest10
1614703500,100.0,100,1,25,ServiceTest10
1614703440,0.0,0.0,3,60000.33,ServiceTest5
1614703500,60.0,60.0,5,24016.2,ServiceTest9
1614703440,0.0,0,2,60001,ServiceTest3
1614703500,50.0,50.0,2,30025.0,ServiceTest8
1614703500,50.0,50,2,30186,ServiceTest6
1614703500,75.0,75.0,4,15018.0,ServiceTest5
1614703500,50.0,49.5,4,30022.75,ServiceTest2
1614703560,50.0,50,2,30084,ServiceTest7
1614703560,50.0,49.999999999999986,4,30093.5,ServiceTest5
1614703560,33.33,33.33333333333333,3,40143.0,ServiceTest2
1614703560,83.33,83.0,6,10250.5,ServiceTest9
1614703560,25.0,24.999999999999993,4,45107.25,ServiceTest3
1614703500,0.0,0,1,60001,ServiceTest4
1614703560,50.0,50.0,2,30180.5,ServiceTest4
1614703560,33.33,33,3,40018,ServiceTest6
1614703500,0.0,0,1,60000,ServiceTest1
1614703560,0.0,0,2,60000,ServiceTest11
1614703620,40.0,39.99999999999999,5,36084.2,ServiceTest8
1614703560,0.0,0,2,60001,ServiceTest8
1614703620,50.0,49.999999999999986,4,30156.0,ServiceTest11
1614703620,75.0,75.0,4,15254.5,ServiceTest3
1614703620,60.0,60.0,5,24081.4,ServiceTest1
1614703560,0.0,0,1,60000,ServiceTest10
1614703620,0.0,0,2,60001,ServiceTest9
1614703680,50.0,50,2,30178,ServiceTest4
1614703680,50.0,49.666666666666664,6,30066.17,ServiceTest1
1614703620,0.0,0.0,3,60343.33,ServiceTest10
